time_stamp,battery_power_kw
2022-05-26 05:14:00.002316+00,-2.8
2022-05-26 05:14:30.001818+00,4
2022-05-26 05:15:00.001976+00,-8.5
2022-05-26 05:15:30.00158+00,-0.9
2022-05-26 05:16:00.013148+00,-1.6
2022-05-26 05:16:30.002666+00,6.3
2022-05-26 05:17:00.012742+00,-4.9
2022-05-26 05:17:30.001499+00,-15.6
2022-05-26 05:18:00.015859+00,3
2022-05-26 05:18:30.001374+00,-17.7
2022-05-26 05:19:00.001933+00,-7.9
2022-05-26 05:19:30.001939+00,-0.7
2022-05-26 05:20:00.005116+00,-22.9
2022-05-26 05:20:30.00141+00,-12.2
2022-05-26 05:21:00.00154+00,-9.8
2022-05-26 05:21:30.00176+00,1.6
2022-05-26 05:22:00.003037+00,-12.7
2022-05-26 05:22:30.001376+00,-29
2022-05-26 05:23:00.015352+00,-8.3
2022-05-26 05:23:30.001497+00,-26.1
2022-05-26 05:24:00.014877+00,-17.9
2022-05-26 05:24:30.001461+00,-8
2022-05-26 05:25:00.002012+00,-12.2
2022-05-26 05:25:30.001519+00,5.3
2022-05-26 05:26:00.01223+00,-0.9
2022-05-26 05:26:30.001667+00,12.5
2022-05-26 05:27:00.003129+00,13.2
2022-05-26 05:27:30.002545+00,-4.3
2022-05-26 05:28:00.018643+00,18.8
2022-05-26 05:28:30.001466+00,1.6
2022-05-26 05:29:00.003128+00,15.6
2022-05-26 05:29:30.005877+00,25.6
2022-05-26 05:30:00.018093+00,15.9
2022-05-26 05:30:30.002264+00,27.3
2022-05-26 05:31:00.003071+00,25.2
2022-05-26 05:31:30.001569+00,33.7
2022-05-26 05:32:00.014932+00,27.4
2022-05-26 05:32:30.00261+00,12.1
2022-05-26 05:33:00.002185+00,14.3
2022-05-26 05:33:30.001835+00,-15
2022-05-26 05:34:00.014279+00,0
2022-05-26 05:34:30.001756+00,12.6
2022-05-26 05:35:00.002904+00,-4.4
2022-05-26 05:35:30.001678+00,9.2
2022-05-26 05:36:00.02209+00,1.4
2022-05-26 05:36:30.001577+00,12.6
2022-05-26 05:37:00.003312+00,8.8
2022-05-26 05:37:30.003359+00,-2.6
2022-05-26 05:38:00.007825+00,12.5
2022-05-26 05:38:30.002261+00,-3.7
2022-05-26 05:39:00.003875+00,13.9
2022-05-26 05:39:30.001612+00,25.1
2022-05-26 05:40:00.014238+00,1
2022-05-26 05:40:30.00159+00,20.7
2022-05-26 05:41:00.002016+00,7.7
2022-05-26 05:41:30.001588+00,13.2
2022-05-26 05:42:00.015667+00,3.5
2022-05-26 05:42:30.001566+00,-5.9
2022-05-26 05:43:00.011094+00,8
2022-05-26 05:43:30.001528+00,0
2022-05-26 05:44:00.001982+00,11.3
2022-05-26 05:44:30.001563+00,22.3
2022-05-26 05:45:00.01325+00,0.1
2022-05-26 05:45:30.004801+00,23.4
2022-05-26 05:46:00.002079+00,31.3
2022-05-26 05:46:30.001603+00,11.3
2022-05-26 05:47:00.014074+00,25.8
2022-05-26 05:47:30.001595+00,19.5
2022-05-26 05:48:00.00319+00,32.4
2022-05-26 05:48:30.001571+00,31.6
2022-05-26 05:49:00.006879+00,20.4
2022-05-26 05:49:30.001626+00,46.1
2022-05-26 05:50:00.010729+00,22.1
2022-05-26 05:50:30.001633+00,22.2
2022-05-26 05:51:00.004754+00,19.6
2022-05-26 05:51:30.001564+00,-6.5
2022-05-26 05:52:00.014213+00,6.9
2022-05-26 05:52:30.010442+00,11.2
2022-05-26 05:53:00.015401+00,-0.7
2022-05-26 05:53:30.002966+00,-4.1
2022-05-26 05:54:00.017104+00,-11.7
2022-05-26 05:54:30.001986+00,2.4
2022-05-26 05:55:00.001938+00,-17.8
2022-05-26 05:55:30.001886+00,-13.4
2022-05-26 05:56:00.006011+00,-3.2
2022-05-26 05:56:30.001369+00,-20.7
2022-05-26 05:57:00.010624+00,-11.6
2022-05-26 05:57:30.002816+00,-2.1
2022-05-26 05:58:00.002224+00,-22
2022-05-26 05:58:30.001537+00,-4.1
2022-05-26 05:59:00.00309+00,-15.2
2022-05-26 05:59:30.001661+00,-3.1
2022-05-26 06:00:00.016116+00,-8.3
2022-05-26 06:00:30.001697+00,-20.5
2022-05-26 06:01:00.001611+00,2.7
2022-05-26 06:01:30.001614+00,-4.1
2022-05-26 06:02:00.00264+00,-1.2
2022-05-26 06:02:30.001535+00,-1.2
2022-05-26 06:03:00.006418+00,-17.5
2022-05-26 06:03:30.001553+00,-7.5
2022-05-26 06:04:00.015441+00,0.9
2022-05-26 06:04:30.001574+00,-5.4
2022-05-26 06:05:00.015755+00,1.9
2022-05-26 06:05:30.001569+00,9.3
2022-05-26 06:06:00.002099+00,28.5
2022-05-26 06:06:30.001629+00,15.5
2022-05-26 06:07:00.013014+00,3.3
2022-05-26 06:07:30.001688+00,7.8
2022-05-26 06:08:00.020212+00,-19
2022-05-26 06:08:30.001716+00,-6.5
2022-05-26 06:09:00.014474+00,5.2
2022-05-26 06:09:30.001482+00,-2
2022-05-26 06:10:00.002606+00,15.7
2022-05-26 06:10:30.006205+00,20.4
2022-05-26 06:11:00.001933+00,47.8
2022-05-26 06:11:30.001488+00,34.3
2022-05-26 06:12:00.017252+00,24.8
2022-05-26 06:12:30.001567+00,10.2
2022-05-26 06:13:00.017909+00,-14
2022-05-26 06:13:30.001667+00,12.7
2022-05-26 06:14:00.001991+00,24
2022-05-26 06:14:30.001724+00,22.8
2022-05-26 06:15:00.002558+00,55.6
2022-05-26 06:15:30.001586+00,56.3
2022-05-26 06:16:00.014898+00,67.4
2022-05-26 06:16:30.002072+00,48.7
2022-05-26 06:17:00.002251+00,15.7
2022-05-26 06:17:30.001487+00,-36.1
2022-05-26 06:18:00.006744+00,-86.7
2022-05-26 06:18:30.001493+00,-7.5
2022-05-26 06:19:00.003368+00,29
2022-05-26 06:19:30.001649+00,29.9
2022-05-26 06:20:00.002029+00,61
2022-05-26 06:20:30.001429+00,65.7
2022-05-26 06:21:00.017189+00,77.2
2022-05-26 06:21:30.001566+00,72.8
2022-05-26 06:22:00.001989+00,50.5
2022-05-26 06:22:30.001644+00,52.8
2022-05-26 06:23:00.01113+00,21.9
2022-05-26 06:23:30.001729+00,5.8
2022-05-26 06:24:00.00155+00,22.6
2022-05-26 06:24:30.004565+00,5.6
2022-05-26 06:25:00.015924+00,22.4
2022-05-26 06:25:30.002008+00,35.7
2022-05-26 06:26:00.01615+00,32.1
2022-05-26 06:26:30.003913+00,51.1
2022-05-26 06:27:00.00212+00,45.8
2022-05-26 06:27:30.002054+00,60
2022-05-26 06:28:00.015933+00,46.2
2022-05-26 06:28:30.002315+00,21.4
2022-05-26 06:29:00.014848+00,37.9
2022-05-26 06:29:30.0014+00,11.2
2022-05-26 06:30:00.002043+00,18.9
2022-05-26 06:30:30.005683+00,12.3
2022-05-26 06:31:00.017498+00,-5.9
2022-05-26 06:31:30.001483+00,5
2022-05-26 06:32:00.001952+00,-38.9
2022-05-26 06:32:30.001541+00,-57.5
2022-05-26 06:33:00.011426+00,-5.1
2022-05-26 06:33:30.001721+00,-21.6
2022-05-26 06:34:00.007361+00,-47.1
2022-05-26 06:34:30.00149+00,-39.7
2022-05-26 06:35:00.018081+00,-37.9
2022-05-26 06:35:30.001398+00,-5.2
2022-05-26 06:36:00.012457+00,-17.5
2022-05-26 06:36:30.001451+00,0.4
2022-05-26 06:37:00.016736+00,-23.2
2022-05-26 06:37:30.001732+00,-1.5
2022-05-26 06:38:00.029579+00,1.8
2022-05-26 06:38:30.001441+00,-0.1
2022-05-26 06:39:00.011568+00,27.5
2022-05-26 06:39:30.001687+00,7
2022-05-26 06:40:00.003201+00,26.5
2022-05-26 06:40:30.006078+00,16.9
2022-05-26 06:41:00.017219+00,-24
2022-05-26 06:41:30.006597+00,-36.1
2022-05-26 06:42:00.016027+00,-52.2
2022-05-26 06:42:30.006422+00,-54.9
2022-05-26 06:43:00.001506+00,-84.5
2022-05-26 06:43:30.001358+00,-142.3
2022-05-26 06:44:00.006396+00,-156
2022-05-26 06:44:30.001551+00,-161.5
2022-05-26 06:45:00.010143+00,-141.2
2022-05-26 06:45:30.001452+00,-149.8
2022-05-26 06:46:00.002752+00,-160.7
2022-05-26 06:46:30.001393+00,-102.3
2022-05-26 06:47:00.002224+00,-120.8
2022-05-26 06:47:30.001963+00,-138.9
2022-05-26 06:48:00.001945+00,-67.2
2022-05-26 06:48:30.001588+00,-121.6
2022-05-26 06:49:00.015385+00,-136.1
2022-05-26 06:49:30.002796+00,-103.7
2022-05-26 06:50:00.001587+00,-144.8
2022-05-26 06:50:30.00209+00,-34.3
2022-05-26 06:51:00.003653+00,-68.5
2022-05-26 06:51:30.001544+00,-129
2022-05-26 06:52:00.002363+00,-146.4
2022-05-26 06:52:30.001628+00,-106.8
2022-05-26 06:53:00.010803+00,-56
2022-05-26 06:53:30.001474+00,-37.4
2022-05-26 06:54:00.003073+00,-45.1
2022-05-26 06:54:30.001601+00,-222.4
2022-05-26 06:55:00.005148+00,-142.6
2022-05-26 06:55:30.001623+00,-119
2022-05-26 06:56:00.010755+00,-169.8
2022-05-26 06:56:30.001326+00,-153.5
2022-05-26 06:57:00.012694+00,-161.7
2022-05-26 06:57:30.001461+00,-140.6
2022-05-26 06:58:00.002177+00,-146.7
2022-05-26 06:58:30.001556+00,-157.4
2022-05-26 06:59:00.002176+00,-116.4
2022-05-26 06:59:30.001689+00,-154.2
2022-05-26 07:00:00.00222+00,-131.1
2022-05-26 07:01:00.003683+00,-164
2022-05-26 07:02:00.001592+00,-90.9
2022-05-26 07:03:00.001675+00,-142
2022-05-26 07:04:00.002897+00,-11.4
2022-05-26 07:05:00.002952+00,-57.8
2022-05-26 07:06:00.00195+00,-152
2022-05-26 07:07:00.001808+00,-164.2
2022-05-26 07:08:00.010877+00,-151.7
2022-05-26 07:09:00.010137+00,0.8
2022-05-26 07:10:00.006061+00,-143.4
2022-05-26 07:11:00.001983+00,-165.1
2022-05-26 07:12:00.01073+00,-166.7
2022-05-26 07:13:00.002933+00,-107
2022-05-26 07:14:00.013902+00,-131.8
2022-05-26 07:15:00.010882+00,24.8
2022-05-26 07:16:00.001811+00,-144.1
2022-05-26 07:17:00.001547+00,-128.9
2022-05-26 07:18:00.014075+00,-118.1
2022-05-26 07:19:00.001583+00,32.8
2022-05-26 07:20:00.007884+00,76.7
2022-05-26 07:21:00.006275+00,64.3
2022-05-26 07:22:00.005746+00,11.2
2022-05-26 07:23:00.014036+00,-28.2
2022-05-26 07:24:00.002132+00,-20.7
2022-05-26 07:25:00.014694+00,17.7
2022-05-26 07:26:00.002161+00,48.6
2022-05-26 07:27:00.002058+00,-21.8
2022-05-26 07:28:00.006352+00,-94.1
2022-05-26 07:29:00.002099+00,-111.1
2022-05-26 07:30:00.006748+00,-98.3
2022-05-26 07:31:00.002041+00,-114.2
2022-05-26 07:32:00.00525+00,-26.5
2022-05-26 07:33:00.006421+00,-113.7
2022-05-26 07:34:00.002817+00,-87.9
2022-05-26 07:35:00.003888+00,-67.5
2022-05-26 07:36:00.003918+00,-129.4
2022-05-26 07:37:00.015623+00,-7.1
2022-05-26 07:38:00.014747+00,38.4
2022-05-26 07:39:00.011126+00,36.8
2022-05-26 07:40:00.01661+00,38.8
2022-05-26 07:41:00.002023+00,8
2022-05-26 07:42:00.002767+00,-28.3
2022-05-26 07:43:00.003237+00,-30.3
2022-05-26 07:44:00.001524+00,-18.8
2022-05-26 07:45:00.002467+00,11.8
2022-05-26 07:46:00.002319+00,25
2022-05-26 07:47:00.001719+00,-13.3
2022-05-26 07:48:00.018018+00,-101.1
2022-05-26 07:49:00.001949+00,23.5
2022-05-26 07:50:00.01332+00,48.6
2022-05-26 07:51:00.001944+00,25.5
2022-05-26 07:52:00.002144+00,-16.6
2022-05-26 07:53:00.003334+00,42.8
2022-05-26 07:54:00.017324+00,63.7
2022-05-26 07:55:00.002146+00,94
2022-05-26 07:56:00.016755+00,120.9
2022-05-26 07:57:00.016416+00,116.5
2022-05-26 07:58:00.011387+00,130
2022-05-26 07:59:00.016247+00,126.1
2022-05-26 08:00:00.002332+00,73.7
2022-05-26 08:01:00.009558+00,56.2
2022-05-26 08:02:00.006267+00,-1.4
2022-05-26 08:03:00.007719+00,9
2022-05-26 08:04:00.01406+00,108
2022-05-26 08:05:00.006155+00,74.2
2022-05-26 08:06:00.013215+00,103.6
2022-05-26 08:07:00.011577+00,99.4
2022-05-26 08:08:00.007946+00,111.7
2022-05-26 08:09:00.012555+00,127.1
2022-05-26 08:10:00.01994+00,130.5
2022-05-26 08:11:00.002742+00,109.3
2022-05-26 08:12:00.001588+00,74.8
2022-05-26 08:13:00.00156+00,87.6
2022-05-26 08:14:00.014666+00,108.9
2022-05-26 08:15:00.0022+00,130
2022-05-26 08:16:00.012307+00,150.9
2022-05-26 08:17:00.0134+00,136.5
2022-05-26 08:18:00.002004+00,172
2022-05-26 08:19:00.006759+00,195
2022-05-26 08:20:00.004294+00,194
2022-05-26 08:21:00.002581+00,200.4
2022-05-26 08:22:00.002652+00,171.1
2022-05-26 08:23:00.015588+00,180.6
2022-05-26 08:24:00.020873+00,188.8
2022-05-26 08:25:00.001983+00,191
2022-05-26 08:26:00.013855+00,185.7
2022-05-26 08:27:00.016693+00,162.1
2022-05-26 08:28:00.008734+00,162.8
2022-05-26 08:29:00.00496+00,175.8
2022-05-26 08:30:00.022687+00,170.1
2022-05-26 08:31:00.018218+00,176.2
2022-05-26 08:32:00.002244+00,154.9
2022-05-26 08:33:00.013667+00,162.7
2022-05-26 08:34:00.001543+00,175.4
2022-05-26 08:35:00.004325+00,159.7
2022-05-26 08:36:00.002945+00,112.5
2022-05-26 08:37:00.001477+00,42.2
2022-05-26 08:38:00.016172+00,-39.6
2022-05-26 08:39:00.004831+00,-54.3
2022-05-26 08:40:00.004367+00,-77.2
2022-05-26 08:41:00.00193+00,-63.8
2022-05-26 08:42:00.006419+00,-68.9
2022-05-26 08:43:00.001439+00,-90
2022-05-26 08:44:00.006032+00,-72.5
2022-05-26 08:45:00.002113+00,-82.9
2022-05-26 08:46:00.006626+00,-61.1
2022-05-26 08:47:00.018883+00,-63.9
2022-05-26 08:48:00.00225+00,-88
2022-05-26 08:49:00.003072+00,-47.9
2022-05-26 08:50:00.010749+00,-56.6
2022-05-26 08:51:00.015689+00,-43.1
2022-05-26 08:52:00.008096+00,-45.4
2022-05-26 08:53:00.016526+00,-57.8
2022-05-26 08:54:00.001899+00,-41.4
2022-05-26 08:55:00.003138+00,-50.8
2022-05-26 08:56:00.004216+00,-34.8
2022-05-26 08:57:00.011096+00,-56.6
2022-05-26 08:58:00.002312+00,-66.9
2022-05-26 08:59:00.002259+00,-46.6
2022-05-26 09:00:00.006565+00,-39.8
2022-05-26 09:01:00.002199+00,-53.6
2022-05-26 09:02:00.002054+00,-51.7
2022-05-26 09:03:00.013616+00,-65.2
2022-05-26 09:04:00.015631+00,-54.7
2022-05-26 09:05:00.020941+00,-66.2
2022-05-26 09:06:00.002441+00,-53.2
2022-05-26 09:07:00.002111+00,-64.3
2022-05-26 09:08:00.003056+00,-99.3
2022-05-26 09:09:00.010907+00,-91.5
2022-05-26 09:10:00.010974+00,-87.1
2022-05-26 09:11:00.002159+00,-78.3
2022-05-26 09:12:00.002154+00,-65.7
2022-05-26 09:13:00.01499+00,-86.1
2022-05-26 09:14:00.001791+00,-88.6
2022-05-26 09:15:00.014767+00,-81.4
2022-05-26 09:16:00.002242+00,-88.8
2022-05-26 09:17:00.001549+00,-63.8
2022-05-26 09:18:00.002216+00,-97.6
2022-05-26 09:19:00.00201+00,-86.5
2022-05-26 09:20:00.012906+00,-97
2022-05-26 09:21:00.015906+00,-97.3
2022-05-26 09:22:00.018071+00,-84.7
2022-05-26 09:23:00.002798+00,-102.5
2022-05-26 09:24:00.013075+00,-117.3
2022-05-26 09:25:00.017235+00,-100.4
2022-05-26 09:26:00.002+00,-93.3
2022-05-26 09:27:00.015124+00,-65.9
2022-05-26 09:28:00.010812+00,-96.4
2022-05-26 09:29:00.002668+00,-99.9
2022-05-26 09:30:00.003897+00,-99.6
2022-05-26 09:31:00.015891+00,-105.6
2022-05-26 09:31:30.001676+00,-93.3
2022-05-26 09:32:00.010844+00,-53
2022-05-26 09:32:30.010012+00,-89.1
2022-05-26 09:33:00.002227+00,-85.6
2022-05-26 09:33:30.001536+00,-84.8
2022-05-26 09:34:00.011939+00,-97.7
2022-05-26 09:34:30.002954+00,-71
2022-05-26 09:35:00.018065+00,-92.5
2022-05-26 09:35:30.001464+00,-95.5
2022-05-26 09:36:00.002592+00,-83.8
2022-05-26 09:36:30.001508+00,-90.9
2022-05-26 09:37:00.011646+00,-66.3
2022-05-26 09:37:30.001386+00,-85.2
2022-05-26 09:38:00.0023+00,-77.5
2022-05-26 09:38:30.001581+00,-71.3
2022-05-26 09:39:00.001587+00,-101.1
2022-05-26 09:39:30.001536+00,-61.7
2022-05-26 09:40:00.016811+00,-83.9
2022-05-26 09:40:30.001704+00,-77
2022-05-26 09:41:00.003112+00,-92.5
2022-05-26 09:41:30.001705+00,-94.5
2022-05-26 09:42:00.01363+00,-61.4
2022-05-26 09:42:30.001688+00,-78
2022-05-26 09:43:00.002463+00,-78.3
2022-05-26 09:43:30.001364+00,-68.2
2022-05-26 09:44:00.015503+00,-99.2
2022-05-26 09:44:30.001404+00,-44.8
2022-05-26 09:45:00.016341+00,-74.2
2022-05-26 09:45:30.002574+00,-75.2
2022-05-26 09:46:00.001648+00,-79.3
2022-05-26 09:46:30.001684+00,-99
2022-05-26 09:47:00.013245+00,-54.7
2022-05-26 09:47:30.001444+00,-72.7
2022-05-26 09:48:00.004195+00,-67.6
2022-05-26 09:48:30.001395+00,-66.7
2022-05-26 09:49:00.006208+00,-89.8
2022-05-26 09:49:30.002581+00,-56.4
2022-05-26 09:50:00.003029+00,-63.9
2022-05-26 09:50:30.001454+00,-64.5
2022-05-26 09:51:00.019178+00,-69.4
2022-05-26 09:51:30.002089+00,-81
2022-05-26 09:52:00.00271+00,-58.5
2022-05-26 09:52:30.001703+00,-74.5
2022-05-26 09:53:00.001623+00,-62.7
2022-05-26 09:53:30.003094+00,-68.2
2022-05-26 09:54:00.002316+00,-78.7
2022-05-26 09:54:30.002747+00,-48.6
2022-05-26 09:55:00.014641+00,-60.7
2022-05-26 09:55:30.001493+00,-67.8
2022-05-26 09:56:00.002258+00,-70
2022-05-26 09:56:30.011397+00,-71.8
2022-05-26 09:57:00.016766+00,-44.2
2022-05-26 09:57:30.001968+00,-70.3
2022-05-26 09:58:00.023802+00,-47.6
2022-05-26 09:58:30.0023+00,-68
2022-05-26 09:59:00.022087+00,-66.8
2022-05-26 09:59:30.001396+00,-41.8
2022-05-26 10:00:00.001899+00,-53.9
2022-05-26 10:00:30.001491+00,-49.2
2022-05-26 10:01:00.015784+00,-46.9
2022-05-26 10:01:30.002251+00,-51.8
2022-05-26 10:02:00.002587+00,-45.3
2022-05-26 10:02:30.001505+00,-50.2
2022-05-26 10:03:00.013213+00,-44.4
2022-05-26 10:03:30.001534+00,-55.1
2022-05-26 10:04:00.01204+00,-67.2
2022-05-26 10:04:30.001456+00,-28.3
2022-05-26 10:05:00.002579+00,-51.9
2022-05-26 10:05:30.001611+00,-24.1
2022-05-26 10:06:00.011191+00,-39.9
2022-05-26 10:06:30.001797+00,-38.9
2022-05-26 10:07:00.017169+00,-37.6
2022-05-26 10:07:30.001563+00,-30.7
2022-05-26 10:08:00.001971+00,-19.2
2022-05-26 10:08:30.002272+00,-39.9
2022-05-26 10:09:00.015231+00,-46.3
2022-05-26 10:09:30.005364+00,-13.4
2022-05-26 10:10:00.011138+00,-45.6
2022-05-26 10:10:30.002059+00,-28
2022-05-26 10:11:00.011823+00,-30.7
2022-05-26 10:11:30.001663+00,-29.8
2022-05-26 10:12:00.011247+00,-32.2
2022-05-26 10:12:30.003178+00,-26.9
2022-05-26 10:13:00.015294+00,-7.7
2022-05-26 10:13:30.001523+00,-24.2
2022-05-26 10:14:00.002075+00,-43.3
2022-05-26 10:14:30.001369+00,-19.9
2022-05-26 10:15:00.011565+00,-38.6
2022-05-26 10:15:30.001512+00,-12.9
2022-05-26 10:16:00.00225+00,-25.7
2022-05-26 10:16:30.001714+00,-27.6
2022-05-26 10:17:00.004858+00,-31.4
2022-05-26 10:17:30.002156+00,-22.8
2022-05-26 10:18:00.022049+00,9
2022-05-26 10:18:30.001423+00,-17.8
2022-05-26 10:19:00.015253+00,-33.9
2022-05-26 10:19:30.001388+00,-18.7
2022-05-26 10:20:00.010787+00,-17.7
2022-05-26 10:20:30.002665+00,-2.6
2022-05-26 10:21:00.02073+00,-21.3
2022-05-26 10:21:30.00162+00,-22.7
2022-05-26 10:22:00.010953+00,-13.8
2022-05-26 10:22:30.001593+00,-25.3
2022-05-26 10:23:00.011225+00,2.9
2022-05-26 10:23:30.001532+00,-22.8
2022-05-26 10:24:00.001496+00,-11.1
2022-05-26 10:24:30.001654+00,-4.9
2022-05-26 10:25:00.014157+00,-33
2022-05-26 10:25:30.001437+00,-6.1
2022-05-26 10:26:00.015476+00,-15
2022-05-26 10:26:30.001845+00,-6.1
2022-05-26 10:27:00.01273+00,-18.3
2022-05-26 10:27:30.001398+00,-21.8
2022-05-26 10:28:00.016027+00,17.4
2022-05-26 10:28:30.001658+00,-18.3
2022-05-26 10:29:00.014888+00,-14.3
2022-05-26 10:29:30.002641+00,-5.7
2022-05-26 10:30:00.01133+00,-25.7
2022-05-26 10:30:30.00574+00,-7.3
2022-05-26 10:31:00.008267+00,-3.8
2022-05-26 10:31:30.001656+00,-7
2022-05-26 10:32:00.018045+00,-20.1
2022-05-26 10:32:30.001557+00,-17.5
2022-05-26 10:33:00.003338+00,20.4
2022-05-26 10:33:30.001721+00,-11.8
2022-05-26 10:34:00.019188+00,-9.7
2022-05-26 10:34:30.001438+00,-2.5
2022-05-26 10:35:00.00206+00,-15.8
2022-05-26 10:35:30.00265+00,-3.6
2022-05-26 10:36:00.014023+00,-7.9
2022-05-26 10:36:30.001559+00,-10.9
2022-05-26 10:37:00.006082+00,-15.1
2022-05-26 10:37:30.001359+00,-25
2022-05-26 10:38:00.002201+00,14.2
2022-05-26 10:38:30.006251+00,0.1
2022-05-26 10:39:00.013636+00,-6.9
2022-05-26 10:39:30.004116+00,-0.1
2022-05-26 10:40:00.004471+00,-20.9
2022-05-26 10:40:30.002698+00,16.4
2022-05-26 10:41:00.004431+00,-11.9
2022-05-26 10:41:30.001423+00,-5.8
2022-05-26 10:42:00.002328+00,-21.9
2022-05-26 10:42:30.004583+00,-16.2
2022-05-26 10:43:00.001951+00,5.4
2022-05-26 10:43:30.001583+00,-15.1
2022-05-26 10:44:00.014139+00,-3.1
2022-05-26 10:44:30.001548+00,13.1
2022-05-26 10:45:00.016865+00,-28.5
2022-05-26 10:45:30.001484+00,-10.1
2022-05-26 10:46:00.010772+00,-1.2
2022-05-26 10:46:30.002105+00,-0.3
2022-05-26 10:47:00.005099+00,-10.4
2022-05-26 10:47:30.001342+00,-18.7
2022-05-26 10:48:00.002034+00,14.3
2022-05-26 10:48:30.00144+00,-7.8
2022-05-26 10:49:00.010937+00,8
2022-05-26 10:49:30.006636+00,-2.7
2022-05-26 10:50:00.017833+00,-17.8
2022-05-26 10:50:30.001477+00,14.6
2022-05-26 10:51:00.001842+00,-1.2
2022-05-26 10:51:30.003705+00,-2.4
2022-05-26 10:52:00.002322+00,-6.8
2022-05-26 10:52:30.005149+00,-24.5
2022-05-26 10:53:00.002565+00,1.5
2022-05-26 10:53:30.001702+00,1.5
2022-05-26 10:54:00.020144+00,4.3
2022-05-26 10:54:30.001559+00,-12.6
2022-05-26 10:55:00.00285+00,-20.2
2022-05-26 10:55:30.001688+00,7.3
2022-05-26 10:56:00.001497+00,0.3
2022-05-26 10:56:30.001633+00,-4.2
2022-05-26 10:57:00.005183+00,-6.8
2022-05-26 10:57:30.001575+00,-13.5
2022-05-26 10:58:00.011013+00,6.3
2022-05-26 10:58:30.001495+00,-16.7
2022-05-26 10:59:00.002087+00,4.4
2022-05-26 10:59:30.006788+00,14.1
2022-05-26 11:00:00.013302+00,-20.7
2022-05-26 11:00:30.002396+00,19.8
2022-05-26 11:01:00.011124+00,1
2022-05-26 11:01:30.001709+00,2.6
2022-05-26 11:02:00.004319+00,-3.8
2022-05-26 11:02:30.001952+00,-13.9
2022-05-26 11:03:00.002828+00,10.1
2022-05-26 11:03:30.002667+00,-12.6
2022-05-26 11:04:00.003289+00,-6.6
2022-05-26 11:04:30.001439+00,1.4
2022-05-26 11:05:00.004171+00,-11.5
2022-05-26 11:05:30.001688+00,24.2
2022-05-26 11:06:00.002591+00,-7.8
2022-05-26 11:06:30.001665+00,0.7
2022-05-26 11:07:00.002762+00,4.8
2022-05-26 11:07:30.00135+00,-3.6
2022-05-26 11:08:00.001494+00,-2.9
2022-05-26 11:08:30.001507+00,2.4
2022-05-26 11:09:00.012989+00,5.7
2022-05-26 11:09:30.001483+00,-10.1
2022-05-26 11:10:00.014046+00,-9.3
2022-05-26 11:10:30.001444+00,27.6
2022-05-26 11:11:00.002321+00,0.4
2022-05-26 11:11:30.002659+00,3.5
2022-05-26 11:12:00.002241+00,5
2022-05-26 11:12:30.00174+00,-5.5
2022-05-26 11:13:00.015317+00,14.3
2022-05-26 11:13:30.001894+00,-10.1
2022-05-26 11:14:00.003161+00,8.8
2022-05-26 11:14:30.001534+00,11
2022-05-26 11:15:00.011251+00,-27.6
2022-05-26 11:15:30.00172+00,15.2
2022-05-26 11:16:00.022491+00,6
2022-05-26 11:16:30.001431+00,0.5
2022-05-26 11:17:00.02165+00,0.3
2022-05-26 11:17:30.001899+00,-14.5
2022-05-26 11:18:00.012439+00,13.6
2022-05-26 11:18:30.001646+00,4.3
2022-05-26 11:19:00.002661+00,7.2
2022-05-26 11:19:30.001529+00,-8.1
2022-05-26 11:20:00.014713+00,-8.5
2022-05-26 11:20:30.001539+00,0
2022-05-26 11:21:00.004806+00,1.7
2022-05-26 11:21:30.001407+00,13.5
2022-05-26 11:22:00.011465+00,2.5
2022-05-26 11:22:30.002083+00,-9.4
2022-05-26 11:23:00.017565+00,14.6
2022-05-26 11:23:30.001544+00,14.9
2022-05-26 11:24:00.002804+00,4.5
2022-05-26 11:24:30.001693+00,-7.6
2022-05-26 11:25:00.01444+00,-10.1
2022-05-26 11:25:30.002604+00,4.5
2022-05-26 11:26:00.012733+00,0.7
2022-05-26 11:26:30.001707+00,-2.8
2022-05-26 11:27:00.010749+00,-3
2022-05-26 11:27:30.002284+00,-15.7
2022-05-26 11:28:00.013743+00,7.6
2022-05-26 11:28:30.001659+00,0.4
2022-05-26 11:29:00.013179+00,12.2
2022-05-26 11:29:30.001437+00,-2.3
2022-05-26 11:30:00.014946+00,-4.6
2022-05-26 11:30:30.003832+00,12.7
2022-05-26 11:31:00.002551+00,-9.2
2022-05-26 11:31:30.001707+00,-5.1
2022-05-26 11:32:00.001936+00,11.1
2022-05-26 11:32:30.001989+00,-7.5
2022-05-26 11:33:00.011311+00,11.3
2022-05-26 11:33:30.001379+00,10.9
2022-05-26 11:34:00.002083+00,9.2
2022-05-26 11:34:30.00163+00,-0.1
2022-05-26 11:35:00.018086+00,-8
2022-05-26 11:35:30.002229+00,14
2022-05-26 11:36:00.001478+00,-11.2
2022-05-26 11:36:30.002081+00,-19.6
2022-05-26 11:37:00.006376+00,7.8
2022-05-26 11:37:30.002662+00,-9.1
2022-05-26 11:38:00.00355+00,4.7
2022-05-26 11:38:30.001941+00,11.1
2022-05-26 11:39:00.014256+00,9.9
2022-05-26 11:39:30.00149+00,-3.5
2022-05-26 11:40:00.014007+00,-14
2022-05-26 11:40:30.00146+00,8.7
2022-05-26 11:41:00.010739+00,-1.3
